date,start_time,open,high,low,close,volume,fng_value,sentiment_score
2010-01-04,2010-01-04 00:00:00+00:00,84.07809101327615,84.84127841643372,83.43461670677748,84.79638671875,118944600,20.040000915527344,0.3306666056315104
2010-01-05,2010-01-05 00:00:00+00:00,84.74402659658446,85.05827995459525,84.43725138387785,85.02086639404297,111579900,19.350000381469727,0.3766666412353515
2010-01-06,2010-01-06 00:00:00+00:00,84.93852385905105,85.29019062331284,84.87118632981218,85.0806884765625,116074400,19.15999984741211,0.3893333435058593
2010-01-07,2010-01-07 00:00:00+00:00,84.92359531351138,85.54462385633043,84.68416337885324,85.43987274169922,131091100,19.059999465942383,0.3960000356038411
2010-01-08,2010-01-08 00:00:00+00:00,85.21537347055455,85.76158041610933,85.04328485940425,85.72416687011719,126402800,18.1299991607666,0.4580000559488932
2010-01-11,2010-01-11 00:00:00+00:00,86.10578033598838,86.14318818085562,85.47726803204701,85.84390258789062,106375700,17.549999237060547,0.4966667175292969
2010-01-12,2010-01-12 00:00:00+00:00,85.27524484790531,85.45481733519773,84.71407583017339,85.04329681396484,163333500,18.25,0.4499999999999999
2010-01-13,2010-01-13 00:00:00+00:00,85.26025098826175,86.00099797454963,84.82628475281074,85.76156616210938,161822000,17.850000381469727,0.4766666412353515
2010-01-14,2010-01-14 00:00:00+00:00,85.66430932881917,86.15065689468558,85.61193378840315,85.9935302734375,115718800,17.6299991607666,0.4913333892822266
2010-01-15,2010-01-15 00:00:00+00:00,85.84389653821688,85.92619607452762,84.69910696262609,85.02832794189453,212283100,17.90999984741211,0.4726666768391927
2010-01-19,2010-01-19 00:00:00+00:00,85.01338705689025,86.1432035008287,84.99093549576892,86.09082794189453,139172700,17.579999923706055,0.4946666717529296
2010-01-20,2010-01-20 00:00:00+00:00,85.50716990294892,85.63436680941084,84.53448062538122,85.21536254882812,216490200,18.68000030517578,0.4213333129882812
2010-01-21,2010-01-21 00:00:00+00:00,85.23781254949917,85.49969022514222,83.47200063872715,83.57675170898438,344859600,22.270000457763672,0.1819999694824219
2010-01-22,2010-01-22 00:00:00+00:00,83.20266636299894,83.60670878425232,81.62391023326165,81.71369934082031,345942400,27.309999465942383,-0.1539999643961589
2010-01-25,2010-01-25 00:00:00+00:00,82.46192671541839,82.61157523153157,81.86334977648721,82.13270568847656,186937500,25.40999984741211,-0.0273333231608072
2010-01-26,2010-01-26 00:00:00+00:00,81.81095139979378,82.65644964056212,81.5864872353422,81.78850555419922,211168800,24.549999237060547,0.0300000508626302
2010-01-27,2010-01-27 00:00:00+00:00,81.68375795830504,82.36464574912354,81.05525142078604,82.1775894165039,271863600,23.13999938964844,0.1240000406901041
2010-01-28,2010-01-28 00:00:00+00:00,82.44695224310622,82.49184393689407,80.74099937709201,81.23482513427734,316104000,23.729999542236328,0.0846666971842448
2010-01-29,2010-01-29 00:00:00+00:00,81.5864863225913,82.15513914148427,80.22471652286497,80.35191345214844,310677600,24.6200008392334,0.0253332773844401
2010-02-01,2010-02-01 00:00:00+00:00,80.9205887128257,81.60895480062426,80.43424099765004,81.60147094726562,187865000,22.59000015258789,0.1606666564941405
2010-02-02,2010-02-02 00:00:00+00:00,81.75110259717724,82.74623796517771,81.46677331331452,82.589111328125,216327900,21.479999542236328,0.2346666971842448
2010-02-03,2010-02-03 00:00:00+00:00,82.21499725792408,82.66393702301623,81.93815753909101,82.1775894165039,172730700,21.600000381469727,0.2266666412353515
2010-02-04,2010-02-04 00:00:00+00:00,81.5415830450028,81.57899087909098,79.62612269262704,79.6410903930664,356715700,26.07999992370605,-0.0719999949137368
2010-02-05,2010-02-05 00:00:00+00:00,79.73087512300845,79.97030695758033,78.24939243050274,79.80570220947266,493585800,26.11000061035156,-0.0740000406901042
2010-02-08,2010-02-08 00:00:00+00:00,79.86556647053058,80.30702236344926,79.16971671713799,79.22957611083984,224166900,26.51000022888184,-0.1006666819254558
2010-02-09,2010-02-09 00:00:00+00:00,80.15738818824984,80.92058132292264,79.51391386235198,80.2247314453125,337820500,26.0,-0.0666666666666666
